<http://localhost/foo> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#Ontology> .
<http://localhost/foo#paul> <http://localhost/foo#sibling> <http://localhost/foo#rachel> .
<http://localhost/foo#paula> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#paula> <http://localhost/foo#married> <http://localhost/foo#paul> .
<http://localhost/foo#paula> <http://localhost/foo#parent> <http://localhost/foo#m3> .
<http://localhost/foo#peter> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#peter> <http://localhost/foo#parent> <http://localhost/foo#f21> .
<http://localhost/foo#peter> <http://localhost/foo#parent> <http://localhost/foo#f22> .
<http://localhost/foo#prissie> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#prissie> <http://localhost/foo#married> <http://localhost/foo#peter> .
<http://localhost/foo#prissie> <http://localhost/foo#parent> <http://localhost/foo#f21> .
<http://localhost/foo#prissie> <http://localhost/foo#parent> <http://localhost/foo#f22> .
<http://localhost/foo#prissie> <http://localhost/foo#sibling> <http://localhost/foo#frederick> .
<http://localhost/foo#prissie> <http://localhost/foo#sibling> <http://localhost/foo#jane> .
<http://localhost/foo#rachel> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#rachel> <http://localhost/foo#sibling> <http://localhost/foo#oma> .
<http://localhost/foo#rachel> <http://localhost/foo#sibling> <http://localhost/foo#paul> .
<http://localhost/foo#ray> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#ray> <http://localhost/foo#parent> <http://localhost/foo#m29> .
<http://localhost/foo#ray> <http://localhost/foo#sibling> <http://localhost/foo#angela> .
<http://localhost/foo#regina> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#regina> <http://localhost/foo#married> <http://localhost/foo#ray> .
<http://localhost/foo#regina> <http://localhost/foo#parent> <http://localhost/foo#m29> .
<http://localhost/foo#steve> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#steve> <http://localhost/foo#parent> <http://localhost/foo#m4> .
<http://localhost/foo#steve> <http://localhost/foo#parent> <http://localhost/foo#m5> .
<http://localhost/foo#steve> <http://localhost/foo#parent> <http://localhost/foo#m6> .
<http://localhost/foo#steve> <http://localhost/foo#parent> <http://localhost/foo#m7> .
<http://localhost/foo#susan> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#susan> <http://localhost/foo#married> <http://localhost/foo#steve> .
<http://localhost/foo#susan> <http://localhost/foo#parent> <http://localhost/foo#m4> .
<http://localhost/foo#susan> <http://localhost/foo#parent> <http://localhost/foo#m5> .
<http://localhost/foo#susan> <http://localhost/foo#parent> <http://localhost/foo#m6> .
<http://localhost/foo#susan> <http://localhost/foo#parent> <http://localhost/foo#m7> .
<http://localhost/foo#terri> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#terri> <http://localhost/foo#married> <http://localhost/foo#terry> .
<http://localhost/foo#terri> <http://localhost/foo#parent> <http://localhost/foo#f8> .
<http://localhost/foo#terri> <http://localhost/foo#parent> <http://localhost/foo#m10> .
<http://localhost/foo#terri> <http://localhost/foo#parent> <http://localhost/foo#m9> .
<http://localhost/foo#terry> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#terry> <http://localhost/foo#parent> <http://localhost/foo#f8> .
<http://localhost/foo#terry> <http://localhost/foo#parent> <http://localhost/foo#m10> .
<http://localhost/foo#terry> <http://localhost/foo#parent> <http://localhost/foo#m9> .
<http://localhost/foo#terry> <http://localhost/foo#sibling> <http://localhost/foo#jonas> .
<http://localhost/foo#umo> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#umo> <http://localhost/foo#sibling> <http://localhost/foo#art> .
<http://localhost/foo#umo> <http://localhost/foo#sibling> <http://localhost/foo#wendy> .
<http://localhost/foo#walt> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#male> .
<http://localhost/foo#walt> <http://localhost/foo#parent> <http://localhost/foo#f12> .
<http://localhost/foo#walt> <http://localhost/foo#parent> <http://localhost/foo#m11> .
<http://localhost/foo#wendy> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://localhost/foo#female> .
<http://localhost/foo#wendy> <http://localhost/foo#married> <http://localhost/foo#walt> .
<http://localhost/foo#wendy> <http://localhost/foo#parent> <http://localhost/foo#f12> .
<http://localhost/foo#wendy> <http://localhost/foo#parent> <http://localhost/foo#m11> .
<http://localhost/foo#wendy> <http://localhost/foo#sibling> <http://localhost/foo#art> .
<http://localhost/foo#wendy> <http://localhost/foo#sibling> <http://localhost/foo#umo> .
<http://localhost/foo#parent> <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://www.w3.org/2002/07/owl#ObjectProperty> .
<http://localhost/foo#art> <http://localhost/foo#married> <http://localhost/foo#alice> .
<http://localhost/foo#ray> <http://localhost/foo#sibling> <http://localhost/foo#angela> .
<http://localhost/foo#alfred> <http://localhost/foo#married> <http://localhost/foo#ann> .
<http://localhost/foo#umo> <http://localhost/foo#sibling> <http://localhost/foo#art> .
<http://localhost/foo#wendy> <http://localhost/foo#sibling> <http://localhost/foo#art> .
<http://localhost/foo#bob> <http://localhost/foo#married> <http://localhost/foo#beatrice> .
<http://localhost/foo#carl> <http://localhost/foo#married> <http://localhost/foo#callie> .
<http://localhost/foo#christy> <http://localhost/foo#sibling> <http://localhost/foo#calvin> .
<http://localhost/foo#jack> <http://localhost/foo#sibling> <http://localhost/foo#calvin> .
<http://localhost/foo#carlos> <http://localhost/foo#married> <http://localhost/foo#christy> .
<http://localhost/foo#calvin> <http://localhost/foo#sibling> <http://localhost/foo#christy> .
<http://localhost/foo#jack> <http://localhost/foo#sibling> <http://localhost/foo#christy> .
<http://localhost/foo#melvin> <http://localhost/foo#sibling> <http://localhost/foo#cornelia> .
<http://localhost/foo#nancy> <http://localhost/foo#sibling> <http://localhost/foo#cornelia> .
<http://localhost/foo#elisa> <http://localhost/foo#sibling> <http://localhost/foo#david> .
<http://localhost/foo#david> <http://localhost/foo#married> <http://localhost/foo#deanna> .
<http://localhost/foo#eric> <http://localhost/foo#married> <http://localhost/foo#elisa> .
<http://localhost/foo#david> <http://localhost/foo#sibling> <http://localhost/foo#elisa> .
<http://localhost/foo#fannie> <http://localhost/foo#sibling> <http://localhost/foo#eric> .
<http://localhost/foo#gail> <http://localhost/foo#sibling> <http://localhost/foo#eric> .
<http://localhost/foo#harry> <http://localhost/foo#sibling> <http://localhost/foo#eric> .
<http://localhost/foo#m11> <http://localhost/foo#sibling> <http://localhost/foo#f12> .
<http://localhost/foo#m13> <http://localhost/foo#sibling> <http://localhost/foo#f14> .
<http://localhost/foo#m15> <http://localhost/foo#sibling> <http://localhost/foo#f14> .
<http://localhost/foo#f20> <http://localhost/foo#sibling> <http://localhost/foo#f19> .
<http://localhost/foo#m18> <http://localhost/foo#sibling> <http://localhost/foo#f19> .
<http://localhost/foo#m1> <http://localhost/foo#sibling> <http://localhost/foo#f2> .
<http://localhost/foo#f19> <http://localhost/foo#sibling> <http://localhost/foo#f20> .
<http://localhost/foo#m18> <http://localhost/foo#sibling> <http://localhost/foo#f20> .
<http://localhost/foo#f22> <http://localhost/foo#sibling> <http://localhost/foo#f21> .
<http://localhost/foo#f21> <http://localhost/foo#sibling> <http://localhost/foo#f22> .
<http://localhost/foo#f25> <http://localhost/foo#sibling> <http://localhost/foo#f23> .
<http://localhost/foo#m24> <http://localhost/foo#sibling> <http://localhost/foo#f23> .
<http://localhost/foo#f23> <http://localhost/foo#sibling> <http://localhost/foo#f25> .
<http://localhost/foo#m24> <http://localhost/foo#sibling> <http://localhost/foo#f25> .
<http://localhost/foo#f28> <http://localhost/foo#sibling> <http://localhost/foo#f26> .
<http://localhost/foo#m27> <http://localhost/foo#sibling> <http://localhost/foo#f26> .
<http://localhost/foo#f26> <http://localhost/foo#sibling> <http://localhost/foo#f28> .
<http://localhost/foo#m27> <http://localhost/foo#sibling> <http://localhost/foo#f28> .
<http://localhost/foo#m10> <http://localhost/foo#sibling> <http://localhost/foo#f8> .
<http://localhost/foo#m9> <http://localhost/foo#sibling> <http://localhost/foo#f8> .
<http://localhost/foo#fred> <http://localhost/foo#married> <http://localhost/foo#fannie> .
<http://localhost/foo#eric> <http://localhost/foo#sibling> <http://localhost/foo#fannie> .
<http://localhost/foo#gail> <http://localhost/foo#sibling> <http://localhost/foo#fannie> .
<http://localhost/foo#harry> <http://localhost/foo#sibling> <http://localhost/foo#fannie> .
<http://localhost/foo#jane> <http://localhost/foo#sibling> <http://localhost/foo#frederick> .
<http://localhost/foo#prissie> <http://localhost/foo#sibling> <http://localhost/foo#frederick> .
<http://localhost/foo#george> <http://localhost/foo#married> <http://localhost/foo#gail> .
<http://localhost/foo#eric> <http://localhost/foo#sibling> <http://localhost/foo#gail> .
<http://localhost/foo#fannie> <http://localhost/foo#sibling> <http://localhost/foo#gail> .
<http://localhost/foo#harry> <http://localhost/foo#sibling> <http://localhost/foo#gail> .
<http://localhost/foo#eric> <http://localhost/foo#sibling> <http://localhost/foo#harry> .
<http://localhost/foo#fannie> <http://localhost/foo#sibling> <http://localhost/foo#harry> .
<http://localhost/foo#gail> <http://localhost/foo#sibling> <http://localhost/foo#harry> .
<http://localhost/foo#harry> <http://localhost/foo#married> <http://localhost/foo#helen> .
<http://localhost/foo#calvin> <http://localhost/foo#sibling> <http://localhost/foo#jack> .
<http://localhost/foo#christy> <http://localhost/foo#sibling> <http://localhost/foo#jack> .
<http://localhost/foo#jack> <http://localhost/foo#married> <http://localhost/foo#jane> .
<http://localhost/foo#frederick> <http://localhost/foo#sibling> <http://localhost/foo#jane> .
<http://localhost/foo#prissie> <http://localhost/foo#sibling> <http://localhost/foo#jane> .
<http://localhost/foo#james> <http://localhost/foo#married> <http://localhost/foo#janet> .
<http://localhost/foo#nero> <http://localhost/foo#sibling> <http://localhost/foo#janet> .
<http://localhost/foo#terry> <http://localhost/foo#sibling> <http://localhost/foo#jonas> .
<http://localhost/foo#karl> <http://localhost/foo#married> <http://localhost/foo#kari> .
<http://localhost/foo#lorrie> <http://localhost/foo#sibling> <http://localhost/foo#karl> .
<http://localhost/foo#mark> <http://localhost/foo#sibling> <http://localhost/foo#karl> .
<http://localhost/foo#leon> <http://localhost/foo#married> <http://localhost/foo#lorrie> .
<http://localhost/foo#karl> <http://localhost/foo#sibling> <http://localhost/foo#lorrie> .
<http://localhost/foo#mark> <http://localhost/foo#sibling> <http://localhost/foo#lorrie> .
<http://localhost/foo#f2> <http://localhost/foo#sibling> <http://localhost/foo#m1> .
<http://localhost/foo#f8> <http://localhost/foo#sibling> <http://localhost/foo#m10> .
<http://localhost/foo#m9> <http://localhost/foo#sibling> <http://localhost/foo#m10> .
<http://localhost/foo#f12> <http://localhost/foo#sibling> <http://localhost/foo#m11> .
<http://localhost/foo#f14> <http://localhost/foo#sibling> <http://localhost/foo#m13> .
<http://localhost/foo#m15> <http://localhost/foo#sibling> <http://localhost/foo#m13> .
<http://localhost/foo#f14> <http://localhost/foo#sibling> <http://localhost/foo#m15> .
<http://localhost/foo#m13> <http://localhost/foo#sibling> <http://localhost/foo#m15> .
<http://localhost/foo#m17> <http://localhost/foo#sibling> <http://localhost/foo#m16> .
<http://localhost/foo#m16> <http://localhost/foo#sibling> <http://localhost/foo#m17> .
<http://localhost/foo#f19> <http://localhost/foo#sibling> <http://localhost/foo#m18> .
<http://localhost/foo#f20> <http://localhost/foo#sibling> <http://localhost/foo#m18> .
<http://localhost/foo#f23> <http://localhost/foo#sibling> <http://localhost/foo#m24> .
<http://localhost/foo#f25> <http://localhost/foo#sibling> <http://localhost/foo#m24> .
<http://localhost/foo#f26> <http://localhost/foo#sibling> <http://localhost/foo#m27> .
<http://localhost/foo#f28> <http://localhost/foo#sibling> <http://localhost/foo#m27> .
<http://localhost/foo#m5> <http://localhost/foo#sibling> <http://localhost/foo#m4> .
<http://localhost/foo#m6> <http://localhost/foo#sibling> <http://localhost/foo#m4> .
<http://localhost/foo#m7> <http://localhost/foo#sibling> <http://localhost/foo#m4> .
<http://localhost/foo#m4> <http://localhost/foo#sibling> <http://localhost/foo#m5> .
<http://localhost/foo#m6> <http://localhost/foo#sibling> <http://localhost/foo#m5> .
<http://localhost/foo#m7> <http://localhost/foo#sibling> <http://localhost/foo#m5> .
<http://localhost/foo#m4> <http://localhost/foo#sibling> <http://localhost/foo#m6> .
<http://localhost/foo#m5> <http://localhost/foo#sibling> <http://localhost/foo#m6> .
<http://localhost/foo#m7> <http://localhost/foo#sibling> <http://localhost/foo#m6> .
<http://localhost/foo#m4> <http://localhost/foo#sibling> <http://localhost/foo#m7> .
<http://localhost/foo#m5> <http://localhost/foo#sibling> <http://localhost/foo#m7> .
<http://localhost/foo#m6> <http://localhost/foo#sibling> <http://localhost/foo#m7> .
<http://localhost/foo#f8> <http://localhost/foo#sibling> <http://localhost/foo#m9> .
<http://localhost/foo#m10> <http://localhost/foo#sibling> <http://localhost/foo#m9> .
<http://localhost/foo#melvin> <http://localhost/foo#married> <http://localhost/foo#maria> .
<http://localhost/foo#karl> <http://localhost/foo#sibling> <http://localhost/foo#mark> .
<http://localhost/foo#lorrie> <http://localhost/foo#sibling> <http://localhost/foo#mark> .
<http://localhost/foo#mark> <http://localhost/foo#married> <http://localhost/foo#martha> .
<http://localhost/foo#cornelia> <http://localhost/foo#sibling> <http://localhost/foo#melvin> .
<http://localhost/foo#nancy> <http://localhost/foo#sibling> <http://localhost/foo#melvin> .
<http://localhost/foo#neil> <http://localhost/foo#married> <http://localhost/foo#nancy> .
<http://localhost/foo#cornelia> <http://localhost/foo#sibling> <http://localhost/foo#nancy> .
<http://localhost/foo#melvin> <http://localhost/foo#sibling> <http://localhost/foo#nancy> .
<http://localhost/foo#janet> <http://localhost/foo#sibling> <http://localhost/foo#nero> .
<http://localhost/foo#nero> <http://localhost/foo#married> <http://localhost/foo#nonnie> .
<http://localhost/foo#owen> <http://localhost/foo#married> <http://localhost/foo#oma> .
<http://localhost/foo#paul> <http://localhost/foo#sibling> <http://localhost/foo#oma> .
<http://localhost/foo#rachel> <http://localhost/foo#sibling> <http://localhost/foo#oma> .
<http://localhost/foo#oma> <http://localhost/foo#sibling> <http://localhost/foo#paul> .
<http://localhost/foo#rachel> <http://localhost/foo#sibling> <http://localhost/foo#paul> .
<http://localhost/foo#paul> <http://localhost/foo#married> <http://localhost/foo#paula> .
<http://localhost/foo#peter> <http://localhost/foo#married> <http://localhost/foo#prissie> .
<http://localhost/foo#frederick> <http://localhost/foo#sibling> <http://localhost/foo#prissie> .
<http://localhost/foo#jane> <http://localhost/foo#sibling> <http://localhost/foo#prissie> .
<http://localhost/foo#oma> <http://localhost/foo#sibling> <http://localhost/foo#rachel> .
<http://localhost/foo#paul> <http://localhost/foo#sibling> <http://localhost/foo#rachel> .
<http://localhost/foo#angela> <http://localhost/foo#sibling> <http://localhost/foo#ray> .
<http://localhost/foo#ray> <http://localhost/foo#married> <http://localhost/foo#regina> .
<http://localhost/foo#steve> <http://localhost/foo#married> <http://localhost/foo#susan> .
<http://localhost/foo#terry> <http://localhost/foo#married> <http://localhost/foo#terri> .
<http://localhost/foo#jonas> <http://localhost/foo#sibling> <http://localhost/foo#terry> .
<http://localhost/foo#art> <http://localhost/foo#sibling> <http://localhost/foo#umo> .
<http://localhost/foo#wendy> <http://localhost/foo#sibling> <http://localhost/foo#umo> .
<http://localhost/foo#walt> <http://localhost/foo#married> <http://localhost/foo#wendy> .
<http://localhost/foo#art> <http://localhost/foo#sibling> <http://localhost/foo#wendy> .
<http://localhost/foo#umo> <http://localhost/foo#sibling> <http://localhost/foo#wendy> .

